DEM数据文件,视点高度,时间消耗比
丘陵,1581,0.392347123
丘陵,1591,0.444044725
丘陵,1601,0.364390391
丘陵,1611,0.387268976
丘陵,1621,0.341380172
丘陵,1631,0.392632112
丘陵,1641,0.340941411
丘陵,1651,0.327452508
丘陵,1661,0.400671414
丘陵,1671,0.405286454
丘陵,1681,0.34368005
丘陵,1691,0.416982165
丘陵,1701,0.384618295
丘陵,1711,0.405023743
丘陵,1721,0.407283383
丘陵,1731,0.390654434
丘陵,1741,0.397244696
丘陵,1751,0.394609293
丘陵,1761,0.36727273
丘陵,1771,0.352789083
丘陵,1781,0.363317146
丘陵,1791,0.392799588
丘陵,1801,0.345756771
丘陵,1811,0.2952041
丘陵,1821,0.337778788
丘陵,1831,0.386441656
丘陵,1841,0.32566587
丘陵,1851,0.381947144
丘陵,1861,0.386728717
丘陵,1871,0.415273581
丘陵,1881,0.340029418
丘陵,1891,0.395465803
丘陵,1901,0.346245241
丘陵,1911,0.353534887
丘陵,1921,0.370260592
丘陵,1931,0.29215008
丘陵,1941,0.375743312
丘陵,1951,0.386891164
丘陵,1961,0.450984837
丘陵,1971,0.342177167
丘陵,1981,0.403135699
丘陵,1991,0.419699313
丘陵,2001,0.391043365
丘陵,2011,0.360295215
丘陵,2021,0.341465802
丘陵,2031,0.300580975
丘陵,2041,0.293483699
丘陵,2051,0.359515989
丘陵,2061,0.35927741
丘陵,2071,0.387974124
丘陵,2081,0.414858432
丘陵,2091,0.415789713
丘陵,2101,0.313771828
丘陵,2111,0.36707492
丘陵,2121,0.404042307
丘陵,2131,0.390797425
丘陵,2141,0.344490646
丘陵,2151,0.402753009
丘陵,2161,0.314841637
丘陵,2171,0.369227055
丘陵,2181,0.402950139
丘陵,2191,0.423217482
丘陵,2201,0.416738519
丘陵,2211,0.376133954
丘陵,2221,0.368745413
丘陵,2231,0.375953551
丘陵,2241,0.385866634
丘陵,2251,0.340217898
丘陵,2261,0.314116231
丘陵,2271,0.338986261
丘陵,2281,0.419334617
丘陵,2291,0.376666837
丘陵,2301,0.364138773
丘陵,2311,0.45327477
丘陵,2321,0.355689566
丘陵,2331,0.405570001
丘陵,2341,0.389376361
丘陵,2351,0.346341353
丘陵,2361,0.371778918
丘陵,2371,0.383801802
丘陵,2381,0.432942624
丘陵,2391,0.353522013
丘陵,2401,0.348002144
丘陵,2411,0.407428382
丘陵,2421,0.327118408
丘陵,2431,0.409079792
丘陵,2441,0.390085333
丘陵,2451,0.308872991
丘陵,2461,0.441391374
丘陵,2471,0.349030197
丘陵,2481,0.428814513
丘陵,2491,0.401535683
丘陵,2501,0.344069484
丘陵,2511,0.359833152
丘陵,2521,0.329903768
丘陵,2531,0.368227285
丘陵,2541,0.358976905
丘陵,2551,0.332875242
丘陵,2561,0.385346112
丘陵,2571,0.330614495
丘陵,2581,0.394569382
丘陵,2591,0.409679331
丘陵,2601,0.361719796
丘陵,2611,0.37321371
丘陵,2621,0.364198309
丘陵,2631,0.394229451
丘陵,2641,0.388428798
丘陵,2651,0.390227847
丘陵,2661,0.437486566
丘陵,2671,0.420144961
丘陵,2681,0.391914304
丘陵,2691,0.420075869
丘陵,2701,0.429662828
丘陵,2711,0.341499921
丘陵,2721,0.429134833
丘陵,2731,0.37629301
丘陵,2741,0.405192572
丘陵,2751,0.39934629
丘陵,2761,0.430275566
丘陵,2771,0.386413525
丘陵,2781,0.425241232
丘陵,2791,0.31726055
丘陵,2801,0.361188882
丘陵,2811,0.368517501
丘陵,2821,0.425375222
丘陵,2831,0.332175461
丘陵,2841,0.351883241
丘陵,2851,0.378289958
丘陵,2861,0.39063973
丘陵,2871,0.355268461
丘陵,2881,0.444882466
丘陵,2891,0.451323137
丘陵,2901,0.398555338
丘陵,2911,0.32210096
丘陵,2921,0.396840513
丘陵,2931,0.342811949
丘陵,2941,0.400665523
丘陵,2951,0.421581472
丘陵,2961,0.41182196
丘陵,2971,0.354432788
丘陵,2981,0.373223659
丘陵,2991,0.409968995
丘陵,3001,0.414012611
丘陵,3011,0.424594612
丘陵,3021,0.349987947
丘陵,3031,0.313112415
丘陵,3041,0.427422755
丘陵,3051,0.366107512
丘陵,3061,0.380112879
丘陵,3071,0.347040628
丘陵,3081,0.397214899
丘陵,3091,0.362594476
丘陵,3101,0.390001195
丘陵,3111,0.363153459
丘陵,3121,0.392128605
丘陵,3131,0.398810558
丘陵,3141,0.462448904
丘陵,3151,0.361503098
丘陵,3161,0.331680122
丘陵,3171,0.391825928
丘陵,3181,0.342647413
丘陵,3191,0.411438795
丘陵,3201,0.330067111
丘陵,3211,0.431194482
丘陵,3221,0.358309555
丘陵,3231,0.380121115
丘陵,3241,0.323063361
丘陵,3251,0.398090573
丘陵,3261,0.360008546
丘陵,3271,0.372857573
丘陵,3281,0.327991996
丘陵,3291,0.370018102
丘陵,3301,0.348898372
丘陵,3311,0.51131385
丘陵,3321,0.365189586
丘陵,3331,0.471787866
丘陵,3341,0.352091377
丘陵,3351,0.335769169
丘陵,3361,0.355402283
丘陵,3371,0.359927748
丘陵,3381,0.343299216
丘陵,3391,0.435402405
丘陵,3401,0.375534103
丘陵,3411,0.376600179
丘陵,3421,0.417880206
丘陵,3431,0.407490329
丘陵,3441,0.396146278
丘陵,3451,0.358608871
丘陵,3461,0.415351807
丘陵,3471,0.390455926
丘陵,3481,0.44384065
丘陵,3491,0.354767873
丘陵,3501,0.40052405
丘陵,3511,0.339193785
丘陵,3521,0.350276253
丘陵,3531,0.422879035
丘陵,3541,0.400624965
丘陵,3551,0.370802661
丘陵,3561,0.398654244
丘陵,3571,0.394239809
丘陵,3581,0.434339139
丘陵,3591,0.441236371
丘陵,3601,0.395424966
丘陵,3611,0.456315656
丘陵,3621,0.348732508
丘陵,3631,0.336597976
丘陵,3641,0.392778865
丘陵,3651,0.421909753
丘陵,3661,0.37431136
丘陵,3671,0.388435636
丘陵,3681,0.435180512
丘陵,3691,0.317051426
丘陵,3701,0.34014494
丘陵,3711,0.427339357
丘陵,3721,0.382694619
丘陵,3731,0.373574223
丘陵,3741,0.366111713
丘陵,3751,0.459939513
丘陵,3761,0.360506066
丘陵,3771,0.353724286
丘陵,3781,0.456043669
丘陵,3791,0.401551964
丘陵,3801,0.396945874
丘陵,3811,0.375961568
丘陵,3821,0.382930604
丘陵,3831,0.368573044
丘陵,3841,0.359121025
丘陵,3851,0.42615805
丘陵,3861,0.393622419
丘陵,3871,0.344246212
丘陵,3881,0.390620004
丘陵,3891,0.320859757
丘陵,3901,0.394361421
丘陵,3911,0.412829185
丘陵,3921,0.321039475
丘陵,3931,0.424341399
丘陵,3941,0.378889052
丘陵,3951,0.357467921
丘陵,3961,0.342298394
丘陵,3971,0.430327314
丘陵,3981,0.384011778
丘陵,3991,0.38178601
丘陵,4001,0.36180659
丘陵,4011,0.355323661
丘陵,4021,0.403547812
丘陵,4031,0.355638103
丘陵,4041,0.327106277
丘陵,4051,0.37159517
丘陵,4061,0.383886797
丘陵,4071,0.419115448
丘陵,4081,0.416948037
丘陵,4091,0.430387453
丘陵,4101,0.402449247
丘陵,4111,0.378167483
丘陵,4121,0.398913712
丘陵,4131,0.342801499
丘陵,4141,0.395435978
丘陵,4151,0.357368426
丘陵,4161,0.41097595
丘陵,4171,0.318493616
丘陵,4181,0.33071551
丘陵,4191,0.366853823
丘陵,4201,0.40885582
丘陵,4211,0.363788939
丘陵,4221,0.392988056
丘陵,4231,0.395594662
丘陵,4241,0.431647268
丘陵,4251,0.463452442
丘陵,4261,0.40029854
丘陵,4271,0.376860452
丘陵,4281,0.428040912
丘陵,4291,0.346400765
丘陵,4301,0.313919507
丘陵,4311,0.37512712
丘陵,4321,0.445658627
丘陵,4331,0.371174036
丘陵,4341,0.341803629
丘陵,4351,0.385546725
丘陵,4361,0.342794572
丘陵,4371,0.444189052
丘陵,4381,0.338175386
丘陵,4391,0.313766709
丘陵,4401,0.382872925
丘陵,4411,0.37951747
丘陵,4421,0.378055071
丘陵,4431,0.427992834
丘陵,4441,0.401194302
丘陵,4451,0.357681486
丘陵,4461,0.371285249
丘陵,4471,0.36769563
丘陵,4481,0.389919379
丘陵,4491,0.382658833
丘陵,4501,0.359259382
丘陵,4511,0.410193886
丘陵,4521,0.312487974
丘陵,4531,0.363766944
丘陵,4541,0.437062405
丘陵,4551,0.35192991
丘陵,4561,0.40939392
丘陵,4571,0.407790346
丘陵,4581,0.373827376
丘陵,4591,0.318339529
丘陵,4601,0.405653804
丘陵,4611,0.351772475
丘陵,4621,0.397226988
丘陵,4631,0.396618301
丘陵,4641,0.395205194
丘陵,4651,0.386397942
丘陵,4661,0.377250358
丘陵,4671,0.383617781
丘陵,4681,0.354454166
丘陵,4691,0.409998277
丘陵,4701,0.367706789
丘陵,4711,0.381312848
丘陵,4721,0.387680028
丘陵,4731,0.41462733
丘陵,4741,0.427136424
丘陵,4751,0.361824664
丘陵,4761,0.417521498
丘陵,4771,0.372800417
丘陵,4781,0.389616718
丘陵,4791,0.354641499
丘陵,4801,0.369391605
丘陵,4811,0.383079208
丘陵,4821,0.355938245
丘陵,4831,0.401438697
丘陵,4841,0.359060682
丘陵,4851,0.362657142
丘陵,4861,0.38430056
丘陵,4871,0.354311045
丘陵,4881,0.438641137
丘陵,4891,0.368635361
丘陵,4901,0.388975638
丘陵,4911,0.362737132
丘陵,4921,0.384521566
丘陵,4931,0.38765802
丘陵,4941,0.340564218
丘陵,4951,0.396991224
丘陵,4961,0.399274095
丘陵,4971,0.35256112
丘陵,4981,0.364052743
丘陵,4991,0.426661639
