DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法整体错误率,参考线改进后算法整体错误率,总个数,pderl误差数量,optrl误差数量,可视率
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.41041666666668,28.858472222222222,347.6519240008029,347.756484701074,0,0.0,0.0,2406,0,0,0.0008312551953449709
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.55625,34.11430555555556,48.45240260423034,90.12250826793907,0,0.0,0.0017331022530329288,4616,0,8,0.0004332755632582322
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.42430555555556,41.74013888888889,303.8432541313148,311.6816869878585,0,0.010673234811165846,0.013136288998357963,1218,13,16,0.31773399014778325
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.57430555555555,28.388194444444444,89.40004079499668,129.73055358881544,10,0.0002166377816291161,0.0,4616,1,0,0.1128682842287695
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.20652777777778,34.68375,101.76622445859198,127.85474064701769,10,0.1452455590386625,0.1452455590386625,1914,278,278,0.30877742946708464
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.76347222222223,41.16569444444445,288.7645789431413,320.0964916835213,10,0.004508088040307611,0.0037125430920180325,3771,17,14,0.027313709891275524
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.63736111111112,28.811527777777776,176.1706299774851,300.3957088678395,20,0.2553097345132743,0.25508849557522123,9040,2308,2306,0.006526548672566372
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.76652777777778,34.46041666666667,185.428129802817,256.02038453276094,20,0.04742897393754403,0.047194177036863114,4259,202,201,0.6083587696642404
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.82347222222222,41.27902777777778,223.63270533678633,228.00047375177235,20,0.001176470588235294,0.0008823529411764706,3400,4,3,0.031176470588235295
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.06902777777778,28.279027777777777,135.71869321757816,300.3167027001522,30,0.0064616755793226385,0.006238859180035651,8976,58,56,0.14962121212121213
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.74847222222223,34.36069444444445,199.70303299671082,343.30554618657527,30,0.44744299014977734,0.032519228174335446,7411,3316,241,0.44757792470651736
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2826388888889,41.634861111111114,285.611771435994,296.6356698350467,30,0.017341040462427744,0.016184971098265895,1730,30,28,0.2352601156069364
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.36041666666667,28.37625,94.9973014225464,193.26054597313305,40,0.003422526446795271,0.003422526446795271,6428,22,22,0.024735532047293094
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.54375,34.773472222222225,295.452580122154,320.95735896308616,40,0.016247379454926623,0.015723270440251572,3816,62,60,0.33831236897274636
