DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法整体错误率
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4885814,41.13154655,345.0110643,348.5053178,1250,0.001919386
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4745256,41.13964534,295.2982331,342.3773421,1250,0.007905138
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4385455,41.24557143,145.2669942,309.8390514,1250,0.014210526
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3216734,41.16227872,109.3709977,147.879701,1250,0.000163479
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.84101689,28.26972159,1.049126642,298.5450484,1300,0.061012202
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.41840701,28.2959122,176.3335161,201.8691182,1300,0.000615309
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.44767061,28.25551824,190.2064977,339.6587048,1300,0.008932559
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.48981109,28.27959193,175.4722916,232.6283841,1300,0.001267695
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.3382914,28.23844031,139.6886549,301.6321596,1300,0.016252976
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3462416,34.41915224,185.2508298,202.7628153,1300,0.086538462
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5139333,34.45721124,191.7532465,214.5446612,1300,0.001012658
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5011622,34.52832423,138.3696177,140.6257273,1300,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4410818,34.58285178,321.5750594,349.2754498,1300,0.000381534
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3734808,34.49219449,182.7682631,307.276374,1300,7.99E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.474495,41.26687077,181.1731403,355.3373102,1300,0.011686092
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6552905,41.18797086,127.9097214,297.1755216,1300,0.00059453
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1810164,41.21304063,112.3142934,249.1318228,1300,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5008155,41.25601142,354.5333187,358.6773182,1300,0.020435967
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3251221,41.21216389,130.5705914,216.3460064,1300,0.000173148
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.54564471,28.44001215,89.47131723,183.4528851,1350,0.012919897
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.13491804,28.4611346,86.75786252,140.1342098,1350,0.016778523
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.31308595,28.38375424,105.6536001,238.0663005,1350,0.006049325
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.37497884,28.41353155,273.023189,312.7400246,1350,0.017979108
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.55186256,28.50199913,338.6163967,348.8531727,1350,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3270496,34.42887679,261.3844518,284.5026173,1350,8.11E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5359136,34.44686192,312.1139451,337.163171,1350,0.001853568
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1979476,34.42336484,165.5143461,300.8700747,1350,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3178313,34.41654438,127.1257024,350.3869446,1350,0.016862745
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1511007,34.39021456,267.631183,301.8843449,1350,0.000384025
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6339354,41.34954476,52.72100181,232.9138174,1350,0.001786991
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4475279,41.36668202,37.25372936,67.78721789,1350,0.001145598
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1378519,41.34176305,19.42184679,286.6867109,1350,0.105778648
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4644273,41.31624243,307.7980544,347.8439592,1350,0.00178731
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6849344,41.4167179,108.3808307,258.1677213,1350,0.007264332
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.37331822,28.6107086,139.7171381,278.4324194,1400,0.00957981
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.18600055,28.54482097,147.4275837,339.6861159,1400,0.010933868
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.13219271,28.60810806,194.7891488,303.9215078,1400,0.000512426
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.57919757,28.56854591,284.9736399,305.7626447,1400,0.006933674
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.52717174,28.647009,313.2874454,321.8189045,1400,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4806505,34.34655131,188.5311891,225.1537789,1400,0.000617085
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.658719,34.37521552,269.1766823,294.9456213,1400,0.075
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7498564,34.42095745,297.7387935,357.2289399,1400,0.001086602
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5701141,34.37899086,107.31259,173.5849988,1400,0.007920792
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5613795,34.36752861,118.3726091,257.0500632,1400,0.035630965
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1742678,41.81227311,285.1499633,297.426814,1400,0.000681199
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6887364,41.78468453,134.8205556,175.1686824,1400,0.000510221
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3929079,41.80872453,113.8658795,250.6202309,1400,0.003910582
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3801186,41.70876605,265.3217441,309.1616386,1400,3.93E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4812278,41.71167389,94.11149935,252.7469836,1400,0.002448203
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.40253904,28.68590865,191.7552954,321.1179843,1450,0.003496825
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.45278478,28.67544965,49.62374691,75.86942727,1450,0.000417806
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.32647311,28.73445706,179.3494998,270.6231579,1450,0.009922041
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.78012251,28.70116215,208.7460243,244.0435948,1450,0.001365041
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.51934553,28.70940576,176.3744149,264.6458267,1450,0.024151671
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4725412,34.24806616,182.1431219,204.2186455,1450,0.156862745
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5302136,34.41685934,259.2553215,270.2988267,1450,0.025584795
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5486955,34.35774241,343.3472339,346.7903771,1450,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7925809,34.30962426,199.8571979,314.5226431,1450,0.000804515
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6035835,34.30876665,243.2214312,286.8746285,1450,3.32E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4079976,41.74531157,155.150985,175.1050173,1450,0.005813953
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4458671,41.7185917,46.99640796,201.0055849,1450,0.006802721
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7145358,41.60122399,14.1303419,162.5607426,1450,0.011770917
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5676186,41.66222744,218.726271,284.3582596,1450,5.21E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2701405,41.5721833,136.4244036,152.1958209,1450,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.81043383,28.73906639,93.25313734,237.671694,1500,0.000615385
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.35508309,28.64588301,227.9519648,326.2345934,1500,0.005719733
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.2771594,28.66817364,207.699166,284.0119483,1500,0.001627124
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.66921382,28.77145076,163.4218676,274.4181387,1500,0.003896104
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.58686335,28.66430221,26.44119447,314.3464611,1500,0.021186192
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4474352,34.56217186,79.00433736,143.8531765,1500,0.000183756
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5823632,34.61900804,113.4364863,340.7400402,1500,0.002501948
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6807805,34.6325292,336.3531053,352.7253754,1500,0.000111433
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5106862,34.55400355,239.4766285,347.0817073,1500,0.01261034
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5761735,34.54102329,286.3059726,336.5234102,1500,0.000220994
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5907557,41.27951357,339.7283118,343.6574252,1500,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3916156,41.36826283,220.6970585,315.0463396,1500,3.55E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3487082,41.34980196,5.795113673,41.76248422,1500,0.023725212
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6331953,41.33917063,116.9447985,287.017937,1500,0.017648628
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2368965,41.42243182,72.15708219,212.7772466,1500,0.000410071
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.46102378,28.47842922,69.15921086,319.8305545,1550,0.051762731
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.70885411,28.51697119,330.5658068,347.0543806,1550,0.000972763
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.51660243,28.5474318,298.338908,301.7708845,1550,0.001124859
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.5089343,28.49751483,345.6442397,354.5136259,1550,0.000153263
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.66337889,28.42368852,12.75774091,197.464949,1550,0.001934236
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4888625,34.40500318,31.97938564,349.1295804,1550,0.016326531
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5843363,34.44517437,15.28347569,140.0783814,1550,0.000558541
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4588362,34.41694395,220.4269212,237.2123136,1550,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2340185,34.42271376,173.4634622,183.4724369,1550,0.002119927
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6632104,34.44218058,162.5013384,166.4138344,1550,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4916694,41.46002185,122.8914716,307.9664724,1550,0.001582278
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6746393,41.57482388,25.3844902,43.54075965,1550,0.000862887
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6950707,41.55469249,278.8971346,294.3535499,1550,0.015789474
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4776759,41.50162884,139.3616988,291.7362041,1550,0.000104174
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3160189,41.46568977,267.6150625,322.6582488,1550,0.0110957
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.60159366,28.386941,68.20027453,142.5305785,1600,0.00095511
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.28482945,28.36050512,58.16351299,102.3461566,1600,0.00010192
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.30742643,28.33551129,269.3851107,308.2776888,1600,0.000928041
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.50752823,28.30538147,2.035937324,87.44881707,1600,0.004705665
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.57101309,28.30020531,260.8692456,281.0462754,1600,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3785511,34.24705218,162.4396492,346.4762564,1600,0.015675676
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1974594,34.28854157,305.6852715,351.1419625,1600,0.000500877
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1327709,34.17417199,17.67593581,139.4981924,1600,0.001268499
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.497742,34.20692497,50.45903177,358.2464764,1600,0.051938504
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3336031,34.17976818,73.14369911,350.2756931,1600,0.003621341
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4899678,41.13064328,39.20323572,244.5309065,1600,0.009177749
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7082856,41.21602635,102.8338258,151.8382717,1600,0.00020202
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4978546,41.27460747,54.47149178,56.51568652,1600,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4368225,41.25438554,133.4714519,342.7965944,1600,0.013370359
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5133802,41.21849093,132.2350633,273.179383,1600,0.006298774
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.38818092,28.59239385,181.7759299,337.0232618,1650,0.021064726
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.71683108,28.59433136,323.6495688,325.0356704,1650,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.5523572,28.54660159,150.6981829,303.8087914,1650,0.006779661
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.43888399,28.63537363,48.68176299,265.1434531,1650,0.148061105
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.14130833,28.54539021,203.8000434,207.1160389,1650,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.669219,34.54364586,214.8259687,217.4508721,1650,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5249358,34.51522727,127.1897298,329.3209798,1650,0.002360346
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5961003,34.42893087,189.3057762,229.1606148,1650,0.000907441
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2235246,34.48035195,87.60484274,145.6147092,1650,0.001776529
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.566492,34.44740318,259.4236342,275.2933055,1650,4.54E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4302981,41.32072475,240.2494162,257.4717827,1650,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4751061,41.3132293,63.31878726,237.5412669,1650,0.016233766
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5089864,41.44440839,10.48440586,351.7529992,1650,0.109756098
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6590686,41.42358066,341.0157745,346.8548831,1650,9.72E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7132153,41.38536529,37.52526069,225.7003765,1650,0.01823127
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.44610411,28.62335506,183.2966835,223.5347745,1700,0.030188679
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.51653831,28.69998151,96.39125436,301.6916474,1700,0.000502765
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.35243251,28.6770948,63.08460037,194.8786434,1700,0.006486834
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.26570138,28.69759558,310.4078929,350.273116,1700,0.000466438
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.33121242,28.75989101,29.28005935,237.0770446,1700,0.013280006
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5735971,34.48192205,109.5443612,165.9449173,1700,0.000237671
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2867519,34.53277053,339.2477354,345.8128298,1700,0.000115754
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4198361,34.57552863,31.01317188,315.008871,1700,0.07105999
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3143614,34.56200243,60.13746634,245.8158028,1700,0.005245936
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6383586,34.54938723,207.5480688,228.4846196,1700,0.000665932
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4689311,41.28478263,83.22158795,90.82720818,1700,0.001396737
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1273874,41.23516508,234.5829418,236.4957637,1700,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5690673,41.35220238,190.6341549,285.1835105,1700,0.002412545
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4232525,41.33358141,276.3839978,300.8928768,1700,0.012468828
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4624433,41.24668631,10.76494263,159.9428367,1700,0.009756098
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.75661324,28.31625915,196.837481,248.3542284,1750,0.005375312
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.47129788,28.39723282,111.8219559,140.7963805,1750,0.000255885
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.60734522,28.37623768,144.5709377,242.4078663,1750,0.002398082
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.59661313,28.37957883,32.3588531,32.86533905,1750,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.71996198,28.34895372,73.48858712,279.7714507,1750,0.149136336
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5707544,34.69602559,344.8147726,353.6785066,1750,0.002898551
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5147402,34.71101761,198.7043072,205.136983,1750,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6397825,34.73369102,335.7624205,346.3352646,1750,5.13E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8328355,34.81410576,287.4453652,323.7458537,1750,0.001061571
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.39102,34.76358641,10.66543621,240.010422,1750,7.26E-05
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5841238,41.62133444,339.7774878,357.9855622,1750,0.000269429
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5304125,41.64767994,10.8549513,132.6932722,1750,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2393593,41.65635659,51.18502503,156.6528854,1750,0.002469269
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4524528,41.66128138,202.9380005,221.999953,1750,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6978851,41.61855692,233.9908775,329.0925908,1750,0.000173656
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.5290431,28.33479886,210.2897895,228.2512785,1800,0.000352237
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.53221682,28.35892408,331.5028631,339.3631993,1800,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.48654641,28.35492884,48.37578951,344.2816714,1800,0.018587013
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.33910204,28.37774223,281.7032947,335.3120403,1800,0.001013685
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.4813701,28.32241449,263.4854068,288.0811112,1800,0.000541126
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5588511,34.68134142,97.50219773,107.4894049,1800,0
F:\Rikola-Specpy\S_PDERL\data\Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3466714,34.62329174,182.8609118,202.3611024,1800,0.018518519
