DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法整体错误率,参考线改进后算法整体错误率
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.07291666666667,28.311805555555555,17.475422139529545,249.09233039916558,0,0.00554808338937458,0.0
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.74847222222223,34.86375,207.6074189613767,213.50891757605584,0,0.0,0.0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.10597222222222,41.177083333333336,305.2328287201591,354.8745547914326,0,0.002598152424942263,0.0023094688221709007
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.15930555555556,28.420416666666664,306.19505765637604,359.54461007419775,10,0.0,0.0
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.73680555555556,34.46125,256.1005767080556,311.2776321347908,10,0.23351158645276293,0.23351158645276293
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.24236111111112,41.827083333333334,41.59335070689191,148.4897462230614,10,0.018369175627240143,0.018369175627240143
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.80041666666668,28.542916666666667,328.0523382717521,345.0216738940042,20,0.0,0.0
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.88430555555556,34.83013888888889,287.83040217790017,355.98265159760524,20,0.052484787018255576,0.052484787018255576
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.63875,41.94180555555556,251.0500170342808,276.3623870353921,20,0.0,0.0
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.56097222222223,28.27236111111111,43.36936540825512,227.81036748073842,30,0.009986625055728934,0.006152474364690147
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.21486111111112,34.07819444444445,143.4091863305875,166.12448418229826,30,0.0004152823920265781,0.0004152823920265781
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.87402777777778,41.69625,285.87319872014785,315.15794354831417,30,0.003338469440164355,0.003338469440164355
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.43486111111112,28.477638888888887,346.1200220669648,352.2997998155876,40,0.02782392026578073,0.02782392026578073
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.92180555555557,34.51402777777778,277.27674221298986,354.5642970345365,40,0.04752851711026616,0.04729087452471483
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.73819444444445,41.49736111111111,125.6779474045363,150.58558824492874,40,0.001749271137026239,0.0014577259475218659
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.47847222222222,28.376527777777778,27.291192656714234,146.8559055618529,50,0.0004523522316043426,0.0004523522316043426
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.94791666666667,34.18069444444445,59.433211339597094,167.05232449913032,50,0.029079159935379646,0.029079159935379646
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3176388888889,41.51402777777778,78.1595429752064,254.7041390753485,50,0.02853859413905382,0.02403754070101513
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.72236111111111,28.23763888888889,107.82934428504473,112.32820873409042,60,0.020123839009287926,0.020123839009287926
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.32652777777778,34.13152777777778,88.312184759744,120.73759657354779,60,0.006932409012131715,0.006932409012131715
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.21236111111112,41.68236111111111,175.8343904314355,252.01381964185123,60,0.00788436268068331,0.00788436268068331
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.50402777777778,28.718194444444443,73.84411408569812,99.19931373114535,70,0.0006499133448873484,0.0006499133448873484
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.45541666666666,34.86819444444445,108.9236212848657,328.62884504711394,70,0.030889729824870194,0.03053771011176626
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.54125,41.46180555555556,44.444397914389754,57.117823592009884,70,0.0008746355685131195,0.0005830903790087463
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.16875,28.587916666666665,219.3206890839797,267.144874368805,80,0.003235294117647059,0.0029411764705882353
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.18347222222222,34.543194444444445,256.34461238792153,339.67237221953366,80,0.007605205340544195,0.00743620077742099
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.20430555555556,41.38513888888889,88.13188476993933,329.44817866665784,80,0.28252003937561526,0.2773871466741668
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.26819444444445,28.621805555555554,199.3294717523148,221.64299384989476,90,0.005840363400389357,0.005840363400389357
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.04097222222222,34.500972222222224,108.37233558076927,237.53290942719178,90,0.0034683684794672587,0.0034683684794672587
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.05069444444445,41.43097222222222,298.2813242863763,356.4909115760513,90,0.006701631701631702,0.006701631701631702
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.38430555555556,28.93736111111111,106.4156962935219,158.69971395957964,100,0.01141552511415525,0.011161846778285134
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.63652777777779,34.087361111111115,282.23291626459496,335.8362889116478,100,0.016320474777448073,0.01533135509396637
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.90625,41.20180555555556,93.84397420805686,283.5225095298723,100,0.02249563860067946,0.022312000734551463
