DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法整体错误率,参考线改进后算法整体错误率
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.05902777777779,28.401249999999997,144.67614261225322,358.3505831204406,0,0.22784258148915296,0.2277335658999237
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.71513888888889,34.30458333333333,16.704660276910186,137.4205797570962,0,0.00014029180695847364,0.00014029180695847364
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.04930555555556,41.38791666666667,253.92543896977745,319.67530441271356,0,0.0003586800573888092,0.0003586800573888092
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.08902777777779,28.46625,305.23261850481094,343.66301579482325,10,0.0002915451895043732,0.0
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.28069444444445,34.29569444444445,72.02715637032313,338.661188007664,10,0.24321337293638184,0.043310078054845616
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.08486111111111,41.09152777777778,33.08352535102455,58.79617270028917,10,0.004708652148322542,0.004708652148322542
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.71236111111112,28.748472222222222,181.97804282592523,308.55835853764063,20,0.024899474172595113,0.021497061552737395
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.57513888888889,34.38458333333334,333.69058523414594,354.9652343715668,20,0.003737541528239203,0.003737541528239203
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.71458333333334,41.306805555555556,142.4073766973533,345.5455615919584,20,0.023966165413533833,0.023496240601503758
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.58291666666668,28.55708333333333,151.54386688102562,187.1138100440087,30,0.0002166377816291161,0.0002166377816291161
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.60375,34.76236111111111,354.11670899292034,355.36364167919317,30,0.0,0.0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5926388888889,41.643750000000004,68.03405542925628,216.5415190944897,30,0.006084743887598186,0.005199690231220268
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.79847222222223,28.384027777777778,263.28336845347957,315.1365639275543,40,0.18940493468795355,0.000362844702467344
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.01319444444445,34.76958333333334,279.4519128042696,355.9423860820273,40,0.020668108627733717,0.019226147560682527
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.27319444444444,41.346250000000005,63.220632424223766,160.39204441328405,40,0.006230005051355447,0.006230005051355447
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.64375000000001,28.78097222222222,318.8442427172677,357.95941456888323,50,0.0,0.0
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6401388888889,34.63791666666667,356.9865690104545,358.22095457911854,50,0.0,0.0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.73847222222223,41.28819444444445,164.7770072666881,173.04856613322224,50,0.0004152823920265781,0.0
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.69125000000001,28.085416666666664,143.4938581545034,228.0811350917191,60,0.0017730496453900709,0.0017730496453900709
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.48597222222223,34.58402777777778,23.251989357615678,299.21525372029583,60,0.3214236446406401,0.3214236446406401
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.49319444444446,41.48930555555556,295.9414949184372,313.16846574310705,60,0.010904425914047467,0.010262989095574085
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.50458333333334,28.280416666666664,20.09917770387939,65.30710960960421,70,0.007955449482895784,0.0076902678334659245
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.30430555555556,34.36541666666667,115.3726430966751,245.2597208593665,70,0.009093376764386537,0.009093376764386537
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.80291666666668,41.263194444444444,177.9426267423734,316.30627637132704,70,0.1770354070814163,0.1769353870774155
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.81791666666668,28.334027777777777,136.13115286387293,185.37162704176984,80,0.0041739894551845345,0.0041739894551845345
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.64125,34.72652777777778,170.97703870535213,226.56748156067403,80,0.0014347202295552368,0.0014347202295552368
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.40597222222223,41.572361111111114,323.7167184293551,328.0818145230269,80,0.0,0.0
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.44986111111112,28.750416666666666,107.9861875818055,359.8411635359984,90,0.12834608030592734,0.025095602294455066
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2201388888889,34.569583333333334,325.7604056164006,327.97363722406595,90,0.0004152823920265781,0.0004152823920265781
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.36430555555556,41.53791666666667,227.80788004056006,268.3823953745101,90,0.7794368600682594,0.7794368600682594
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.23458333333333,28.540694444444444,37.00050614782272,43.82029336917286,100,0.0,0.0
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.31930555555556,34.02402777777778,354.24844981398877,358.9361014969314,100,0.018272425249169437,0.018272425249169437
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.77041666666668,41.66291666666667,87.42031211637128,238.941893555148,100,0.020802669021685802,0.016387008144441172
