DEM ˝æ›Œƒº˛,æ≠∂»,Œ≥∂»,∆ ºΩ«∂»,÷’÷πΩ«∂», ”µ„∏ﬂ∂»,1¡⁄”Ú£®XPDERL£©,2¡⁄”Ú£®XPDERL£©,3¡⁄”Ú£®XPDERL£©,4¡⁄”Ú£®XPDERL£©,5¡⁄”Ú£®XPDERL£©,6¡⁄”Ú£®XPDERL£©,7¡⁄”Ú£®XPDERL£©,X8¡⁄”Ú£®XPDERL£©,9¡⁄”Ú£®XPDERL£©,10¡⁄”Ú£®XPDERL£©,1¡⁄”Ú£®Our£©,2¡⁄”Ú£®Our£©,3¡⁄”Ú£®Our£©,4¡⁄”Ú£®Our£©,5¡⁄”Ú£®Our£©,6¡⁄”Ú£®Our£©,7¡⁄”Ú£®Our£©,X8¡⁄”Ú£®Our£©,9¡⁄”Ú£®Our£©,10¡⁄”Ú£®Our£©,1¡⁄”Ú£®XDraw£©,2¡⁄”Ú£®XDraw£©,3¡⁄”Ú£®XDraw£©,4¡⁄”Ú£®XDraw£©,5¡⁄”Ú£®XDraw£©,6¡⁄”Ú£®XDraw£©,7¡⁄”Ú£®XDraw£©,8¡⁄”Ú£®XDraw£©,9¡⁄”Ú£®XDraw£©,10¡⁄”Ú£®XDraw£©
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.110251,41.11052874,143.7261768,260.7622416,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002256944,0.001358025,0.00064429,0.000327932,0.000109954,3.47E-05,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2894164,41.2896942,72.90696001,77.56574769,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018350694,0.01642554,0.012432485,0.010962577,0.008732639,0.006591435,0.005462963,0.004353781,0.003699846,0.003009259
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7160374,41.7163152,200.2494414,323.351749,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51E-05,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2722141,41.27249189,187.4558151,192.9763902,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2846458,41.28492361,57.61196033,313.9273861,3,0.000252701,0.000109954,2.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366512,0.000208333,9.26E-05,2.70E-05,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3004307,41.30070848,173.8430734,311.4166009,3,8.49E-05,1.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018169367,0.01507716,0.010979938,0.009239969,0.007229938,0.005412809,0.004185957,0.003090278,0.002380401,0.001595293
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7761538,41.77643161,97.72145492,346.5845577,3,0.000349151,0.000196759,8.29E-05,3.86E-05,7.72E-06,0,0,0,0,0,0.000169753,3.67E-05,0,0,0,0,0,0,0,0,0.000447531,0.00021412,6.75E-05,1.35E-05,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.499957,41.5002348,232.7875674,317.5758963,3,0,0,0,0,0,0,0,0,0,0,3.86E-06,0,0,0,0,0,0,0,0,0,0.000588349,0.000399306,0.00021412,0.000121528,6.37E-05,1.74E-05,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3248199,41.32509765,225.1993725,340.4531579,3,0,0,0,0,0,0,0,0,0,0,1.93E-05,5.79E-06,0,0,0,0,0,0,0,0,0.008530093,0.006658951,0.004585262,0.003858025,0.003092207,0.002357253,0.001900077,0.001365741,0.001033951,0.00070216
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4740898,41.4743676,134.5813298,151.2476137,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167824,0.000100309,1.16E-05,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7467554,41.74703315,250.9773919,285.16721,3,0.000464892,0.000308642,0.000158179,6.37E-05,0,0,0,0,0,0,0.000461034,0.000324074,0.000148534,2.70E-05,0,0,0,0,0,0,5.79E-06,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2934642,41.29374193,15.96681957,307.625232,3,1.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5145564,41.51483417,315.0880771,316.1794228,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003125,0.000115741,1.35E-05,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3708445,41.37112225,328.8780722,341.4381559,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001221065,0.000856481,0.000599923,0.000518904,0.000424383,0.000298997,0.000210262,0.000125386,6.37E-05,1.54E-05
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2138793,41.21415712,36.4441871,260.4836563,3,0.003780864,0.00291088,0.00216821,0.001790123,0.001363812,0.000968364,0.000611497,0.000279707,0.000133102,5.21E-05,8.68E-05,1.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4600129,41.46029071,218.3364805,280.8982982,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001630015,0.000989583,0.000360725,0.000146605,2.70E-05,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3035999,41.30387767,276.8841968,336.0695842,3,1.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020962577,0.017125772,0.012455633,0.010621142,0.00835841,0.006238426,0.005082948,0.003873457,0.003094136,0.002276235
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7654475,41.76572527,203.6088761,334.6936576,3,0,0,0,0,0,0,0,0,0,0,1.93E-06,0,0,0,0,0,0,0,0,0,0.003614969,0.002717978,0.001670525,0.001257716,0.000842978,0.000588349,0.000472608,0.000366512,0.000300926,0.000208333
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2285242,41.22880202,59.32731348,131.6432892,3,6.94E-05,2.31E-05,0,0,0,0,0,0,0,0,4.82E-05,0,0,0,0,0,0,0,0,0,0.0046875,0.004189815,0.003329475,0.002918596,0.002417052,0.001959877,0.00166088,0.001290509,0.00105517,0.000862269
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6999265,41.70020424,178.2306749,202.3430435,3,0,0,0,0,0,0,0,0,0,0,0.000592207,0.000447531,0.000320216,0.000252701,0.000148534,2.89E-05,0,0,0,0,0.0003125,0.000119599,5.79E-06,0,0,0,0,0,0,0
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1746966,41.17497442,18.0480928,341.8172786,3,0.000335648,1.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
